date,Day,Month,Year,Column1,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Referee,HS,AS,HST,HST %,AST,AST %,HC,AC,HF,AF,HY,AY,HR,AR,ScoreH,ScoreA,Count
26/12/2001,26,12,2001,0.98655914,West Ham,Derby,4,0,H,"Poll, G.",14,6,9,0.642857143,3,0.5,3,1,13,19,1,3,0,1,3,0,568
29/12/2001,29,12,2001,0.994623656,Arsenal,Middlesbrough,2,1,H,"D'Urso, A. P.",16,3,6,0.375,2,0.666666667,9,1,17,13,3,4,0,0,3,0,569
29/12/2001,29,12,2001,0.994623656,Aston Villa,Tottenham,1,1,D,"Wolstenholme, E. K.",12,7,7,0.583333333,4,0.571428571,12,1,12,10,0,3,0,0,0,3,570
29/12/2001,29,12,2001,0.994623656,Blackburn,Derby,0,1,A,"Pugh, D.",16,7,5,0.3125,5,0.714285714,13,4,13,20,2,4,0,0,1,1,571
29/12/2001,29,12,2001,0.994623656,Bolton,Leicester,2,2,D,"Riley, M. A.",5,14,3,0.6,8,0.571428571,4,10,11,15,2,3,2,1,0,3,572
29/12/2001,29,12,2001,0.994623656,Everton,Charlton,0,3,A,"Barber, G. P.",7,8,3,0.428571429,4,0.5,3,6,16,12,1,3,0,0,1,1,573
29/12/2001,29,12,2001,0.994623656,Ipswich,Sunderland,5,0,H,"Poll, G.",13,10,8,0.615384615,3,0.3,3,3,6,4,1,1,0,0,3,0,574
29/12/2001,29,12,2001,0.994623656,Newcastle,Chelsea,1,2,A,"Bennett, S. G.",10,12,7,0.7,8,0.666666667,5,3,11,21,0,3,0,0,1,1,575
29/12/2001,29,12,2001,0.994623656,Southampton,Leeds,0,1,A,"Halsey, M. R.",12,13,6,0.5,7,0.538461538,3,5,17,15,1,1,0,0,1,1,576
29/12/2001,29,12,2001,0.994623656,West Ham,Liverpool,1,1,D,"Styles, R.",17,12,8,0.470588235,8,0.666666667,9,5,5,8,1,0,0,0,0,3,577
30/12/2001,30,12,2001,0.997311828,Fulham,Man United,2,3,A,"Gallagher, D. J.",17,19,9,0.529411765,10,0.526315789,4,3,14,8,0,2,0,0,1,1,578
01/01/2002,1,1,2002,0.002688172,Charlton,Ipswich,3,2,H,"Rennie, U. D.",13,6,8,0.615384615,4,0.666666667,11,4,19,12,2,2,0,0,3,0,579
01/01/2002,1,1,2002,0.002688172,Chelsea,Southampton,2,4,A,"Wolstenholme, E. K.",13,8,6,0.461538462,5,0.625,2,6,14,18,2,1,0,0,1,1,580
01/01/2002,1,1,2002,0.002688172,Leeds,West Ham,3,0,H,"Dunn, S. W.",12,9,11,0.916666667,4,0.444444444,8,6,15,8,3,2,0,0,3,0,581
01/01/2002,1,1,2002,0.002688172,Liverpool,Bolton,1,1,D,"Wilkes, C. R.",15,7,5,0.333333333,6,0.857142857,4,8,8,15,1,4,0,0,0,3,582
01/01/2002,1,1,2002,0.002688172,Middlesbrough,Everton,1,0,H,"Styles, R.",10,11,4,0.4,3,0.272727273,5,6,12,10,1,2,0,0,3,0,583
01/01/2002,1,1,2002,0.002688172,Sunderland,Aston Villa,1,1,D,"Riley, M. A.",18,8,11,0.611111111,4,0.5,7,0,14,13,1,3,0,0,0,3,584
01/01/2002,1,1,2002,0.002688172,Tottenham,Blackburn,1,0,H,"Winter, J. T.",12,11,7,0.583333333,7,0.636363636,7,9,14,17,0,1,0,0,3,0,585
02/01/2002,2,1,2002,0.005376344,Derby,Fulham,0,1,A,"Knight, B.",10,8,0,0,4,0.5,10,3,17,7,1,2,0,0,1,1,586
02/01/2002,2,1,2002,0.005376344,Man United,Newcastle,3,1,H,"Jones, P.",11,11,7,0.636363636,6,0.545454545,6,5,11,8,1,1,0,0,3,0,587
09/01/2002,9,1,2002,0.024193548,Southampton,Liverpool,2,0,H,"Poll, G.",9,7,7,0.777777778,4,0.571428571,5,6,12,7,0,1,0,0,3,0,588
12/01/2002,12,1,2002,0.032258065,Aston Villa,Derby,2,1,H,"Halsey, M. R.",9,3,5,0.555555556,1,0.333333333,4,1,15,13,2,3,0,1,3,0,589
12/01/2002,12,1,2002,0.032258065,Blackburn,Charlton,4,1,H,"Barry, N. S.",18,9,11,0.611111111,6,0.666666667,7,2,12,11,0,0,0,1,3,0,590
12/01/2002,12,1,2002,0.032258065,Bolton,Chelsea,2,2,D,"Winter, J. T.",11,9,5,0.454545455,4,0.444444444,10,3,10,11,0,1,0,0,0,3,591
12/01/2002,12,1,2002,0.032258065,Everton,Sunderland,1,0,H,"Elleray, D. R.",9,6,5,0.555555556,1,0.166666667,4,5,11,16,1,1,0,0,3,0,592
12/01/2002,12,1,2002,0.032258065,Fulham,Middlesbrough,2,1,H,"Dean, M. L",19,8,11,0.578947368,4,0.5,10,2,15,18,1,2,0,0,3,0,593
12/01/2002,12,1,2002,0.032258065,Ipswich,Tottenham,2,1,H,"Messias, M. D.",8,11,5,0.625,6,0.545454545,5,5,3,1,0,1,0,0,3,0,594
12/01/2002,12,1,2002,0.032258065,Newcastle,Leeds,3,1,H,"Barber, G. P.",16,8,8,0.5,6,0.75,6,1,17,28,3,6,0,1,3,0,595
12/01/2002,12,1,2002,0.032258065,West Ham,Leicester,1,0,H,"Gallagher, D. J.",11,5,7,0.636363636,3,0.6,5,4,10,11,1,2,0,0,3,0,596
13/01/2002,13,1,2002,0.034946237,Arsenal,Liverpool,1,1,D,"Dunn, S. W.",11,5,4,0.363636364,2,0.4,3,1,15,16,1,1,0,0,0,3,597
13/01/2002,13,1,2002,0.034946237,Southampton,Man United,1,3,A,"Bennett, S. G.",12,11,4,0.333333333,7,0.636363636,8,6,11,8,1,1,0,0,1,1,598
19/01/2002,19,1,2002,0.051075269,Derby,Ipswich,1,3,A,"Durkin, P. A.",13,13,5,0.384615385,5,0.384615385,3,3,7,16,0,2,0,0,1,1,599
19/01/2002,19,1,2002,0.051075269,Leicester,Newcastle,0,0,D,"Wiley, A. G.",8,9,4,0.5,3,0.333333333,6,11,17,19,2,2,0,0,0,3,600
19/01/2002,19,1,2002,0.051075269,Liverpool,Southampton,1,1,D,"Barry, N. S.",9,6,5,0.555555556,2,0.333333333,8,3,10,17,0,1,0,0,0,3,601
19/01/2002,19,1,2002,0.051075269,Man United,Blackburn,2,1,H,"Rennie, U. D.",16,10,6,0.375,4,0.4,8,3,13,13,1,0,0,0,3,0,602
19/01/2002,19,1,2002,0.051075269,Middlesbrough,Bolton,1,1,D,"Poll, G.",11,7,3,0.272727273,4,0.571428571,2,6,16,17,1,1,0,0,0,3,603
19/01/2002,19,1,2002,0.051075269,Sunderland,Fulham,1,1,D,"Jones, P.",16,9,8,0.5,2,0.222222222,11,2,19,13,3,2,0,0,0,3,604
19/01/2002,19,1,2002,0.051075269,Tottenham,Everton,1,1,D,"Wilkes, C. R.",12,4,4,0.333333333,2,0.5,14,5,14,17,0,2,0,0,0,3,605
20/01/2002,20,1,2002,0.053763441,Chelsea,West Ham,5,1,H,"D'Urso, A. P.",22,5,15,0.681818182,4,0.8,6,4,13,10,3,1,0,1,3,0,606
20/01/2002,20,1,2002,0.053763441,Leeds,Arsenal,1,1,D,"Halsey, M. R.",6,9,1,0.166666667,6,0.666666667,3,7,18,16,1,2,0,0,0,3,607
21/01/2002,21,1,2002,0.056451613,Charlton,Aston Villa,1,2,A,"Styles, R",9,7,5,0.555555556,3,0.428571429,3,2,7,11,1,1,0,0,1,1,608
22/01/2002,22,1,2002,0.059139785,Man United,Liverpool,0,1,A,"Barber, G. P.",12,9,3,0.25,5,0.555555556,11,2,15,16,1,2,0,0,1,1,609
23/01/2002,23,1,2002,0.061827957,Leicester,Arsenal,1,3,A,"Elleray, D. R.",3,13,2,0.666666667,8,0.615384615,7,7,12,9,2,0,0,0,1,1,610
29/01/2002,29,1,2002,0.077956989,Bolton,Man United,0,4,A,"D'Urso, A. P.",15,21,4,0.266666667,12,0.571428571,1,9,10,9,0,0,0,0,1,1,611
29/01/2002,29,1,2002,0.077956989,Charlton,Derby,1,0,H,"Pugh, D.",11,3,3,0.272727273,2,0.666666667,9,0,11,13,1,2,0,0,3,0,612
29/01/2002,29,1,2002,0.077956989,Sunderland,Middlesbrough,0,1,A,"Durkin, P.",18,6,8,0.444444444,2,0.333333333,15,3,12,13,0,2,0,1,1,1,613
30/01/2002,30,1,2002,0.080645161,Aston Villa,Everton,0,0,D,"Foy, C. J.",8,6,2,0.25,0,0,5,1,14,21,1,3,0,0,0,3,614
30/01/2002,30,1,2002,0.080645161,Blackburn,Arsenal,2,3,A,"Gallagher, D. J.",10,9,4,0.4,5,0.555555556,6,2,18,21,2,2,0,1,1,1,615
30/01/2002,30,1,2002,0.080645161,Chelsea,Leeds,2,0,H,"Bennett, S. G.",14,6,3,0.214285714,4,0.666666667,5,6,11,22,1,2,0,0,3,0,616
30/01/2002,30,1,2002,0.080645161,Ipswich,Fulham,1,0,H,"Wiley, A. G.",13,7,8,0.615384615,3,0.428571429,10,5,18,11,1,2,0,0,3,0,617
30/01/2002,30,1,2002,0.080645161,Liverpool,Leicester,1,0,H,"Knight, B.",11,3,4,0.363636364,0,0,9,3,9,21,1,2,0,0,3,0,618
30/01/2002,30,1,2002,0.080645161,Southampton,West Ham,2,0,H,"Dowd, P.",10,11,8,0.8,4,0.363636364,4,2,16,13,0,3,0,0,3,0,619
30/01/2002,30,1,2002,0.080645161,Tottenham,Newcastle,1,3,A,"Dean, M. L",8,10,6,0.75,4,0.4,5,4,8,5,1,1,0,0,1,1,620
02/02/2002,2,2,2002,0.088709677,Arsenal,Southampton,1,1,D,"Wilkes, C. R.",14,4,4,0.285714286,1,0.25,4,3,13,22,2,3,0,0,0,3,621
02/02/2002,2,2,2002,0.088709677,Derby,Tottenham,1,0,H,"Rennie, U. D.",12,7,7,0.583333333,3,0.428571429,9,6,21,8,3,2,0,0,3,0,622
02/02/2002,2,2,2002,0.088709677,Everton,Ipswich,1,2,A,"Dunn, S. W.",9,5,4,0.444444444,3,0.6,2,4,19,16,1,0,0,0,1,1,623
02/02/2002,2,2,2002,0.088709677,Fulham,Aston Villa,0,0,D,"Messias, M. D.",9,15,3,0.333333333,9,0.6,9,4,12,14,1,2,0,0,0,3,624
02/02/2002,2,2,2002,0.088709677,Leicester,Chelsea,2,3,A,"Barber, G. P.",16,9,9,0.5625,5,0.555555556,6,2,16,17,1,3,0,0,1,1,625
02/02/2002,2,2,2002,0.088709677,Man United,Sunderland,4,1,H,"Styles, R.",18,6,8,0.444444444,3,0.5,11,2,6,11,1,3,0,0,3,0,626
02/02/2002,2,2,2002,0.088709677,Newcastle,Bolton,3,2,H,"Elleray, D. R.",10,10,6,0.6,6,0.6,13,6,3,9,0,0,0,0,3,0,627
02/02/2002,2,2,2002,0.088709677,West Ham,Blackburn,2,0,H,"Jones, P.",13,14,6,0.461538462,2,0.142857143,5,8,10,20,2,3,0,0,3,0,628
03/02/2002,3,2,2002,0.091397849,Leeds,Liverpool,0,4,A,"Poll, G.",13,11,5,0.384615385,7,0.636363636,7,6,14,9,2,1,0,0,1,1,629
03/02/2002,3,2,2002,0.091397849,Middlesbrough,Charlton,0,0,D,"Riley, M. A.",7,8,3,0.428571429,2,0.25,5,7,17,15,1,2,0,0,0,3,630
09/02/2002,9,2,2002,0.107526882,Aston Villa,Chelsea,1,1,D,"Durkin, P. A.",7,9,3,0.428571429,3,0.333333333,3,8,10,10,1,1,0,0,0,3,631
09/02/2002,9,2,2002,0.107526882,Bolton,West Ham,1,0,H,"Pugh, D.",4,9,3,0.75,2,0.222222222,4,10,11,12,1,3,0,0,3,0,632
09/02/2002,9,2,2002,0.107526882,Derby,Sunderland,0,1,A,"Poll, G.",9,8,4,0.444444444,4,0.5,7,8,13,15,0,1,0,0,1,1,633
09/02/2002,9,2,2002,0.107526882,Fulham,Blackburn,2,0,H,"Halsey, M. R.",13,10,8,0.615384615,6,0.6,5,2,18,15,3,2,0,1,3,0,634
09/02/2002,9,2,2002,0.107526882,Ipswich,Liverpool,0,6,A,"Bennett, S. G.",4,14,2,0.5,11,0.785714286,7,9,2,4,0,0,0,0,1,1,635
09/02/2002,9,2,2002,0.107526882,Middlesbrough,Leeds,2,2,D,"Barry, N. S.",10,10,5,0.5,6,0.6,7,4,15,11,1,1,0,0,0,3,636
09/02/2002,9,2,2002,0.107526882,Newcastle,Southampton,3,1,H,"Knight, B.",16,11,10,0.625,4,0.363636364,5,4,7,8,0,1,0,0,3,0,637
09/02/2002,9,2,2002,0.107526882,Tottenham,Leicester,2,1,H,"D'Urso, A. P.",12,7,4,0.333333333,6,0.857142857,8,8,8,9,0,1,0,0,3,0,638
10/02/2002,10,2,2002,0.110215054,Charlton,Man United,0,2,A,"Wiley, A. G.",9,10,1,0.111111111,5,0.5,7,5,8,9,0,1,0,0,1,1,639
10/02/2002,10,2,2002,0.110215054,Everton,Arsenal,0,1,A,"Winter, J. T.",6,6,2,0.333333333,3,0.5,1,5,17,20,0,5,0,0,1,1,640
19/02/2002,19,2,2002,0.134408602,Middlesbrough,Fulham,2,1,H,"Gallagher, D. J.",11,10,5,0.454545455,5,0.5,8,10,13,14,1,2,0,0,3,0,641
23/02/2002,23,2,2002,0.14516129,Arsenal,Fulham,4,1,H,"Rennie, U. D.",16,6,10,0.625,5,0.833333333,7,5,19,14,0,1,0,0,3,0,642
23/02/2002,23,2,2002,0.14516129,Leicester,Derby,0,3,A,"Riley, M. A.",6,5,3,0.5,4,0.8,8,2,16,15,4,2,0,0,1,1,643
23/02/2002,23,2,2002,0.14516129,Liverpool,Everton,1,1,D,"Elleray, D. R.",13,6,5,0.384615385,3,0.5,9,4,9,13,0,2,0,0,0,3,644
23/02/2002,23,2,2002,0.14516129,Man United,Aston Villa,1,0,H,"Winter, J. T.",14,4,4,0.285714286,2,0.5,9,2,9,9,0,0,0,0,3,0,645
23/02/2002,23,2,2002,0.14516129,Southampton,Bolton,0,0,D,"Wolstenholme, E. K.",8,4,2,0.25,2,0.5,6,6,17,9,1,3,1,0,0,3,646
23/02/2002,23,2,2002,0.14516129,West Ham,Middlesbrough,1,0,H,"Foy, C. J.",12,7,8,0.666666667,4,0.571428571,12,3,17,11,2,5,0,1,3,0,647
24/02/2002,24,2,2002,0.147849462,Leeds,Charlton,0,0,D,"Dean, M. L",14,9,2,0.142857143,2,0.222222222,9,2,12,17,0,3,0,0,0,3,648
24/02/2002,24,2,2002,0.147849462,Sunderland,Newcastle,0,1,A,"Barber, G. P.",11,13,4,0.363636364,5,0.384615385,5,11,19,16,3,1,0,0,1,1,649
02/03/2002,2,3,2002,0.172043011,Aston Villa,West Ham,2,1,H,"Barber, G. P.",10,4,7,0.7,3,0.75,9,4,12,19,0,1,0,0,3,0,650
02/03/2002,2,3,2002,0.172043011,Bolton,Blackburn,1,1,D,"Durkin, P. A.",11,6,5,0.454545455,3,0.5,7,5,22,11,1,0,0,1,0,3,651
02/03/2002,2,3,2002,0.172043011,Charlton,Chelsea,2,1,H,"Poll, G.",9,4,6,0.666666667,2,0.5,5,4,13,13,2,1,0,0,3,0,652
02/03/2002,2,3,2002,0.172043011,Fulham,Liverpool,0,2,A,"Wiley, A. G.",11,10,5,0.454545455,4,0.4,8,4,13,14,3,2,0,0,1,1,653
02/03/2002,2,3,2002,0.172043011,Ipswich,Southampton,1,3,A,"Halsey, M. R.",8,5,4,0.5,4,0.8,4,3,9,5,0,1,0,0,1,1,654
02/03/2002,2,3,2002,0.172043011,Middlesbrough,Leicester,1,0,H,"Wolstenholme, E. K.",11,6,7,0.636363636,1,0.166666667,5,6,17,15,2,4,0,0,3,0,655
02/03/2002,2,3,2002,0.172043011,Newcastle,Arsenal,0,2,A,"Barry, N. S.",13,9,6,0.461538462,6,0.666666667,5,8,17,17,0,1,0,0,1,1,656
02/03/2002,2,3,2002,0.172043011,Tottenham,Sunderland,2,1,H,"Styles, R.",17,7,7,0.411764706,2,0.285714286,5,5,5,8,0,1,0,0,3,0,657
03/03/2002,3,3,2002,0.174731183,Derby,Man United,2,2,D,"Dunn, S. W.",12,22,7,0.583333333,9,0.409090909,4,10,12,13,2,0,0,0,0,3,658
03/03/2002,3,3,2002,0.174731183,Everton,Leeds,0,0,D,"D'Urso, A. P.",12,7,7,0.583333333,3,0.428571429,3,4,9,21,1,2,0,1,0,3,659
05/03/2002,5,3,2002,0.180107527,Arsenal,Derby,1,0,H,"Barber, G. P.",17,0,8,0.470588235,0,#DIV/0!,9,1,13,16,1,2,0,0,3,0,660
05/03/2002,5,3,2002,0.180107527,Blackburn,Aston Villa,3,0,H,"Bennett, S. G.",21,6,9,0.428571429,4,0.666666667,5,5,11,15,1,2,0,0,3,0,661
05/03/2002,5,3,2002,0.180107527,Sunderland,Bolton,1,0,H,"Poll, G.",11,10,4,0.363636364,4,0.4,1,7,13,14,2,1,0,0,3,0,662
06/03/2002,6,3,2002,0.182795699,Chelsea,Fulham,3,2,H,"Jones, P.",14,12,8,0.571428571,6,0.5,3,5,12,12,1,0,0,0,3,0,663
06/03/2002,6,3,2002,0.182795699,Leeds,Ipswich,2,0,H,"Gallagher, D. J.",11,9,7,0.636363636,3,0.333333333,7,5,11,15,1,3,0,0,3,0,664
06/03/2002,6,3,2002,0.182795699,Liverpool,Newcastle,3,0,H,"Winter, J. T.",23,11,11,0.47826087,2,0.181818182,5,6,8,13,0,0,0,0,3,0,665
06/03/2002,6,3,2002,0.182795699,Man United,Tottenham,4,0,H,"Riley, M. A.",25,7,14,0.56,2,0.285714286,14,3,6,13,2,3,0,1,3,0,666
06/03/2002,6,3,2002,0.182795699,Southampton,Middlesbrough,1,1,D,"Rennie, U. D.",9,4,4,0.444444444,1,0.25,13,1,17,12,1,1,0,1,0,3,667
06/03/2002,6,3,2002,0.182795699,West Ham,Everton,1,0,H,"Knight, B.",16,6,6,0.375,2,0.333333333,10,3,8,13,0,2,0,0,3,0,668
09/03/2002,9,3,2002,0.190860215,Leicester,Charlton,1,1,D,"Wilkes, C. R.",10,11,5,0.5,6,0.545454545,11,5,15,16,1,3,0,0,0,3,669
13/03/2002,13,3,2002,0.201612903,Blackburn,Ipswich,2,1,H,"Dowd, P.",11,6,7,0.636363636,3,0.5,9,2,24,17,3,2,0,0,3,0,670
13/03/2002,13,3,2002,0.201612903,Chelsea,Tottenham,4,0,H,"Wiley, A. G.",24,5,13,0.541666667,0,0,6,3,10,14,1,3,0,1,3,0,671
16/03/2002,16,3,2002,0.209677419,Bolton,Derby,1,3,A,"Elleray, D. R.",6,3,2,0.333333333,2,0.666666667,7,3,13,13,0,0,1,0,1,1,672
16/03/2002,16,3,2002,0.209677419,Chelsea,Sunderland,4,0,H,"Knight, B.",12,8,7,0.583333333,3,0.375,6,3,8,13,2,2,0,0,3,0,673
16/03/2002,16,3,2002,0.209677419,Everton,Fulham,2,1,H,"Barber, G. P.",5,11,2,0.4,5,0.454545455,0,11,16,15,2,4,1,0,3,0,674
16/03/2002,16,3,2002,0.209677419,Middlesbrough,Liverpool,1,2,A,"D'Urso, A. P.",15,8,5,0.333333333,7,0.875,7,3,10,12,0,2,0,0,1,1,675
16/03/2002,16,3,2002,0.209677419,Newcastle,Ipswich,2,2,D,"Riley, M. A.",20,7,8,0.4,4,0.571428571,12,3,11,15,1,1,0,0,0,3,676
16/03/2002,16,3,2002,0.209677419,Southampton,Leicester,2,2,D,"Dean, M. L",9,6,5,0.555555556,4,0.666666667,6,2,15,13,0,3,0,0,0,3,677
16/03/2002,16,3,2002,0.209677419,West Ham,Man United,3,5,A,"Halsey, M. R.",10,14,3,0.3,9,0.642857143,3,3,13,8,2,2,0,0,1,1,678
17/03/2002,17,3,2002,0.212365591,Aston Villa,Arsenal,1,2,A,"Dunn, S. W.",8,6,3,0.375,3,0.5,10,2,10,12,1,2,0,0,1,1,679
17/03/2002,17,3,2002,0.212365591,Leeds,Blackburn,3,1,H,"Poll, G.",18,15,8,0.444444444,8,0.533333333,4,4,15,16,2,1,0,0,3,0,680
18/03/2002,18,3,2002,0.215053763,Tottenham,Charlton,0,1,A,"Winter, J. T.",13,10,5,0.384615385,4,0.4,4,6,5,13,1,0,0,0,1,1,681
23/03/2002,23,3,2002,0.228494624,Charlton,Bolton,1,2,A,"Foy, C. J.",6,6,4,0.666666667,4,0.666666667,4,1,15,17,1,2,0,0,1,1,682
23/03/2002,23,3,2002,0.228494624,Derby,Everton,3,4,A,"Barry, N. S.",12,8,4,0.333333333,7,0.875,8,0,12,21,2,3,0,0,1,1,683
23/03/2002,23,3,2002,0.228494624,Ipswich,Aston Villa,0,0,D,"Pugh, D.",13,6,3,0.230769231,2,0.333333333,8,6,15,12,1,2,0,0,0,3,684
23/03/2002,23,3,2002,0.228494624,Leicester,Leeds,0,2,A,"Dunn, S. W.",11,12,5,0.454545455,8,0.666666667,8,7,12,10,2,2,0,0,1,1,685
23/03/2002,23,3,2002,0.228494624,Man United,Middlesbrough,0,1,A,"Bennett, S. G.",18,5,4,0.222222222,3,0.6,6,2,9,11,4,2,0,0,1,1,686
23/03/2002,23,3,2002,0.228494624,Sunderland,Southampton,1,1,D,"Messias, M. D.",10,14,7,0.7,8,0.571428571,3,8,10,14,2,3,0,0,0,3,687
24/03/2002,24,3,2002,0.231182796,Fulham,Tottenham,0,2,A,"Durkin, P. A.",9,11,3,0.333333333,4,0.363636364,4,6,16,13,2,2,0,0,1,1,688
24/03/2002,24,3,2002,0.231182796,Liverpool,Chelsea,1,0,H,"Halsey, M. R.",8,10,4,0.5,1,0.1,5,3,17,13,1,1,0,0,3,0,689
29/03/2002,29,3,2002,0.244623656,Newcastle,Everton,6,2,H,"Poll, G.",18,7,9,0.5,4,0.571428571,4,1,5,8,0,3,0,0,3,0,690
30/03/2002,30,3,2002,0.247311828,Arsenal,Sunderland,3,0,H,"Durkin, P. A.",13,13,10,0.769230769,5,0.384615385,5,4,8,17,0,3,0,0,3,0,691
30/03/2002,30,3,2002,0.247311828,Bolton,Aston Villa,3,2,H,"Styles, R.",9,9,6,0.666666667,3,0.333333333,2,5,16,13,3,1,0,0,3,0,692
30/03/2002,30,3,2002,0.247311828,Chelsea,Derby,2,1,H,"Dean, M. L",13,2,6,0.461538462,1,0.5,6,3,13,10,3,4,0,0,3,0,693
30/03/2002,30,3,2002,0.247311828,Leeds,Man United,3,4,A,"Elleray, D. R.",16,13,11,0.6875,7,0.538461538,2,3,10,9,1,2,0,0,1,1,694
30/03/2002,30,3,2002,0.247311828,Leicester,Blackburn,2,1,H,"Barber, G. P.",9,12,6,0.666666667,4,0.333333333,6,6,12,24,0,1,0,0,3,0,695
30/03/2002,30,3,2002,0.247311828,Liverpool,Charlton,2,0,H,"Gallagher, D. J.",14,6,8,0.571428571,1,0.166666667,6,6,6,10,1,2,0,0,3,0,696
30/03/2002,30,3,2002,0.247311828,Middlesbrough,Tottenham,1,1,D,"Dowd, P.",8,10,3,0.375,6,0.6,9,6,9,16,0,3,0,0,0,3,697
30/03/2002,30,3,2002,0.247311828,Southampton,Fulham,1,1,D,"Winter, J. T.",11,7,6,0.545454545,2,0.285714286,5,8,12,17,1,1,0,0,0,3,698
30/03/2002,30,3,2002,0.247311828,West Ham,Ipswich,3,1,H,"Wiley, A. G.",18,12,11,0.611111111,5,0.416666667,8,4,9,13,0,2,0,0,3,0,699
01/04/2002,1,4,2002,0.252688172,Blackburn,Southampton,2,0,H,"Wilkes, C. R.",7,5,4,0.571428571,2,0.4,5,2,10,13,0,1,0,0,3,0,700
01/04/2002,1,4,2002,0.252688172,Charlton,Arsenal,0,3,A,"D'Urso, A. P.",5,12,5,1,8,0.666666667,9,2,7,15,2,2,0,0,1,1,701
01/04/2002,1,4,2002,0.252688172,Derby,Middlesbrough,0,1,A,"Durkin, P. A.",7,6,4,0.571428571,1,0.166666667,7,7,14,17,1,0,0,0,1,1,702
01/04/2002,1,4,2002,0.252688172,Everton,Bolton,3,1,H,"Bennett, S. G.",10,12,5,0.5,3,0.25,5,5,8,11,1,1,1,1,3,0,703
01/04/2002,1,4,2002,0.252688172,Fulham,West Ham,0,1,A,"Halsey, M. R.",10,3,2,0.2,2,0.666666667,7,1,10,12,1,1,0,0,1,1,704
01/04/2002,1,4,2002,0.252688172,Ipswich,Chelsea,0,0,D,"Wolstenholme, E. K.",9,7,5,0.555555556,2,0.285714286,6,8,6,9,0,0,0,0,0,3,705
01/04/2002,1,4,2002,0.252688172,Sunderland,Leicester,2,1,H,"Barry, N. S.",12,9,9,0.75,7,0.777777778,5,1,12,11,3,2,0,0,3,0,706
01/04/2002,1,4,2002,0.252688172,Tottenham,Leeds,2,1,H,"Rennie, U. D.",8,17,5,0.625,8,0.470588235,1,7,15,12,2,0,0,0,3,0,707
02/04/2002,2,4,2002,0.255376344,Aston Villa,Newcastle,1,1,D,"Dunn, S. W.",16,6,7,0.4375,1,0.166666667,11,2,12,15,0,0,0,0,0,3,708
06/04/2002,6,4,2002,0.266129032,Arsenal,Tottenham,2,1,H,"Halsey, M. R.",13,2,5,0.384615385,2,1,10,1,15,17,1,4,0,0,3,0,709
06/04/2002,6,4,2002,0.266129032,Bolton,Ipswich,4,1,H,"Winter, J. T.",9,9,5,0.555555556,4,0.444444444,3,8,9,11,0,0,0,0,3,0,710
06/04/2002,6,4,2002,0.266129032,Chelsea,Everton,3,0,H,"Elleray, D. R.",19,12,8,0.421052632,6,0.5,7,8,6,10,0,1,0,0,3,0,711
06/04/2002,6,4,2002,0.266129032,Leicester,Man United,0,1,A,"D'Urso, A. P.",13,13,3,0.230769231,4,0.307692308,4,10,13,8,1,1,0,0,1,1,712
06/04/2002,6,4,2002,0.266129032,Middlesbrough,Aston Villa,2,1,H,"Barber, G. P.",7,12,3,0.428571429,9,0.75,5,8,9,15,0,0,0,0,3,0,713
06/04/2002,6,4,2002,0.266129032,Southampton,Derby,2,0,H,"Bennett, S. G.",10,8,5,0.5,3,0.375,5,6,10,9,1,0,0,0,3,0,714
06/04/2002,6,4,2002,0.266129032,West Ham,Charlton,2,0,H,"Riley, M. A.",11,18,4,0.363636364,8,0.444444444,3,13,7,9,1,4,0,0,3,0,715
07/04/2002,7,4,2002,0.268817204,Leeds,Sunderland,2,0,H,"Jones, P.",14,8,7,0.5,0,0,8,4,18,14,2,1,0,0,3,0,716
08/04/2002,8,4,2002,0.271505376,Newcastle,Fulham,1,1,D,"Wiley, A. G.",7,5,4,0.571428571,3,0.6,6,2,16,10,1,0,0,0,0,3,717
10/04/2002,10,4,2002,0.27688172,Blackburn,Chelsea,0,0,D,"Dunn, S. W.",15,8,7,0.466666667,2,0.25,5,5,7,13,0,0,0,0,0,3,718
13/04/2002,13,4,2002,0.284946237,Aston Villa,Leeds,0,1,A,"Knight, B.",10,5,5,0.5,2,0.4,7,2,16,18,2,3,0,0,1,1,719
13/04/2002,13,4,2002,0.284946237,Charlton,Southampton,1,1,D,"Dowd, P.",8,10,5,0.625,6,0.6,7,5,21,12,2,2,0,0,0,3,720
13/04/2002,13,4,2002,0.284946237,Derby,Newcastle,2,3,A,"Styles, R.",6,15,2,0.333333333,9,0.6,6,2,13,11,3,1,0,0,1,1,721
13/04/2002,13,4,2002,0.284946237,Everton,Leicester,2,2,D,"Rennie, U. D.",16,6,8,0.5,2,0.333333333,13,4,15,6,1,1,0,0,0,3,722
13/04/2002,13,4,2002,0.284946237,Sunderland,Liverpool,0,1,A,"Gallagher, D. J.",10,10,5,0.5,5,0.5,4,3,10,11,1,2,1,0,1,1,723
13/04/2002,13,4,2002,0.284946237,Tottenham,West Ham,1,1,D,"Barry, N. S.",16,12,6,0.375,5,0.416666667,3,5,11,6,0,0,0,0,0,3,724
20/04/2002,20,4,2002,0.303763441,Bolton,Tottenham,1,1,D,"Messias, M. D.",13,10,6,0.461538462,4,0.4,13,3,13,15,1,3,0,0,0,3,725
